原页码,菌株名称,DSM编号,提取的编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件
1380,Escherichia coli DSM 105386,DSM 105386,DSM 105386,,,,,,
1299,Kitasatospora sp. DSM 101779,DSM 101779,DSM 101779,GCF_025655475.1,已存在,DSM_Kitasatospora sp. DSM 101779_WGS_GCF_025655475.1.fasta,,,
1299,Phage (phagum) DSM 101792,DSM 101792,DSM 101792,,,,,,
1380,Escherichia coli DSM 105387,DSM 105387,DSM 105387,GCF_049732085.1,成功,DSM_Escherichia coli DSM 105387_WGS_GCF_049732085.1.fasta,,,
1380,Escherichia coli DSM 105388,DSM 105388,DSM 105388,GCA_958335365.1,成功,DSM_Escherichia coli DSM 105388_WGS_GCA_958335365.1.fasta,,,
1299,Phage (phagum) DSM 101793,DSM 101793,DSM 101793,,,,,,
1380,Escherichia coli DSM 105389,DSM 105389,DSM 105389,,,,,,
1299,Phage (phagum) DSM 101794,DSM 101794,DSM 101794,,,,,,
1299,Phage (phagum) DSM 101795,DSM 101795,DSM 101795,,,,,,
1299,Phage (phagum) DSM 101796,DSM 101796,DSM 101796,,,,,,
1380,Escherichia coli DSM 105390,DSM 105390,DSM 105390,GCA_050709915.1,成功,DSM_Escherichia coli DSM 105390_WGS_GCA_050709915.1.fasta,,,
1299,Phage (phagum) DSM 101797,DSM 101797,DSM 101797,,,,,,
1380,Escherichia coli DSM 105391,DSM 105391,DSM 105391,GCA_025157535.1,成功,DSM_Escherichia coli DSM 105391_WGS_GCA_025157535.1.fasta,,,
1300,Paenibacillus sp. DSM 101852,DSM 101852,DSM 101852,,,,,,
1300,Paenibacillus sp. DSM 101853,DSM 101853,DSM 101853,,,,,,
1380,Escherichia coli DSM 105392,DSM 105392,DSM 105392,GCA_053366795.1,成功,DSM_Escherichia coli DSM 105392_WGS_GCA_053366795.1.fasta,,,
1300,Campylobacter coli DSM 101855,DSM 101855,DSM 101855,GCA_005287065.1,已存在,DSM_Campylobacter coli DSM 101855_WGS_GCA_005287065.1.fasta,,,
1380,Escherichia coli DSM 105393,DSM 105393,DSM 105393,GCA_042918805.1,成功,DSM_Escherichia coli DSM 105393_WGS_GCA_042918805.1.fasta,,,
1301,Wallemia mellicola DSM 101886,DSM 101886,ATCC 42694;DSM 101886,,,,,,
1381,Phage (phagum) DSM 105438,DSM 105438,DSM 105438,,,,,,
1301,Yurkovia mendeliana DSM 101889,DSM 101889,DSM 101889,,,,,,
1381,Phage (phagum) DSM 105439,DSM 105439,DSM 105439,,,,,,
1301,Libkindia masarykiana DSM 101891,DSM 101891,DSM 101891,,,,,,
1381,Phage (phagum) DSM 105440,DSM 105440,DSM 105440,,,,,,
1301,Anoxybacillus sp. DSM 101951,DSM 101951,DSM 101951,,,,,,
1381,Monocillium gamsii DSM 105458,DSM 105458,DSM 105458,,,,,,
1302,Ochrobactrum sp. DSM 101988,DSM 101988,DSM 101988,,,,,,
1381,Monocillium gamsii DSM 105459,DSM 105459,DSM 105459,,,,,,
1302,Burkholderia sp. DSM 101989,DSM 101989,DSM 101989,,,,,,
1381,Monocillium gamsii DSM 105460,DSM 105460,DSM 105460,,,,,,
1302,Acinetobacter baumannii DSM 101993,DSM 101993,DSM 101993,GCF_045064495.1,已存在,DSM_Acinetobacter baumannii DSM 101993_WGS_GCF_045064495.1.fasta,,,
1381,Monocillium gamsii DSM 105461,DSM 105461,DSM 105461,,,,,,
1303,Escherichia coli DSM 102052,DSM 102052,DSM 102052,GCA_053339065.1,已存在,DSM_Escherichia coli DSM 102052_WGS_GCA_053339065.1.fasta,,,
1381,Helicobacter pylori DSM 105470,DSM 105470,DSM 105470,,,,,,
1303,Escherichia coli DSM 102053,DSM 102053,DSM 102053,GCA_053679615.1,已存在,DSM_Escherichia coli DSM 102053_WGS_GCA_053679615.1.fasta,,,
1381,Helicobacter pylori DSM 105471,DSM 105471,DSM 105471,,,,,,
1304,Campylobacter coli DSM 102057,DSM 102057,DSM 102057,,,,,,
1382,Staphylococcus aureus DSM 105503,DSM 105503,DSM 105503,GCA_044086495.1,成功,DSM_Staphylococcus aureus DSM 105503_WGS_GCA_044086495.1.fasta,,,
1304,Pectobacterium carotovorum DSM 102074,DSM 102074,DSM 102074,,,,,,
1382,Staphylococcus aureus DSM 105504,DSM 105504,DSM 105504,,,,,,
1304,Rhizobium sp. DSM 102088,DSM 102088,DSM 102088,,,,,,
1382,Corynebacterium striatum DSM 105505,DSM 105505,DSM 105505,,,,,,
1382,Staphylococcus warneri DSM 105506,DSM 105506,DSM 105506,GCA_010154205.1,成功,DSM_Staphylococcus warneri DSM 105506_WGS_GCA_010154205.1.fasta,,,
1304,Bacillus mediterraneensis DSM 102091,DSM 102091,DSM 102091,,,,LT161887,已存在,DSM_Bacillus mediterraneensis DSM 102091_16S_LT161887.fasta
1382,Staphylococcus warneri DSM 105507,DSM 105507,DSM 105507,,,,,,
1304,Acetanaerobacterium sp. DSM 102114,DSM 102114,DSM 102114,,,,,,
1304,Flavonifractor sp. DSM 102116,DSM 102116,DSM 102116,,,,,,
1382,Staphylococcus succinus DSM 105508,DSM 105508,DSM 105508,,,,,,
1305,Flavonifractor sp. DSM 102137,DSM 102137,DSM 102137,,,,,,
1382,Staphylococcus saprophyticus subsp. bovis DSM 105509,DSM 105509,DSM 105509,GCF_016092515.1,成功,DSM_Staphylococcus saprophyticus subsp. bovis DSM 105509_WGS_GCF_016092515.1.fasta,,,
1305,Eubacterium sp. DSM 102138,DSM 102138,DSM 102138,,,,,,
1383,Staphylococcus saprophyticus subsp. bovis DSM 105510,DSM 105510,DSM 105510,,,,,,
1305,Ruminococcus sp. DSM 102149,DSM 102149,DSM 102149,,,,,,
1383,Staphylococcus warneri DSM 105511,DSM 105511,DSM 105511,GCF_000545985.1,成功,DSM_Staphylococcus warneri DSM 105511_WGS_GCF_000545985.1.fasta,,,
1306,Blautia sp. DSM 102164,DSM 102164,DSM 102164,,,,,,
1306,Mesorhizobium sp. DSM 102169,DSM 102169,DSM 102169,,,,,,
1306,Intestinimonas butyriciproducens DSM 102175,DSM 102175,DSM 102175,,,,,,
1383,Staphylococcus aureus DSM 105512,DSM 105512,DSM 105512,,,,,,
1383,Staphylococcus lugdunensis DSM 105513,DSM 105513,DSM 105513,,,,,,
1307,Ruminococcus sp. DSM 102227,DSM 102227,DSM 102227,,,,,,
1383,Staphylococcus haemolyticus DSM 105514,DSM 105514,DSM 105514,,,,,,
1308,Brevundimonas sp. DSM 102239,DSM 102239,DSM 102239,,,,,,
1308,Proteus mirabilis DSM 102257,DSM 102257,DSM 102257,,,,,,
1383,Dermacoccus nishinomiyaensis DSM 105516,DSM 105516,DSM 105516,,,,,,
1383,Dermacoccus nishinomiyaensis DSM 105517,DSM 105517,DSM 105517,,,,,,
1308,Proteus mirabilis DSM 102258,DSM 102258,DSM 102258,,,,,,
1383,Dermacoccus nishinomiyaensis DSM 105518,DSM 105518,DSM 105518,,,,,,
1308,Staphylococcus aureus DSM 102262,DSM 102262,DSM 102262,GCA_015596525.1,已存在,DSM_Staphylococcus aureus DSM 102262_WGS_GCA_015596525.1.fasta,,,
1383,Dermacoccus nishinomiyaensis DSM 105519,DSM 105519,DSM 105519,,,,,,
1309,Staphylococcus aureus DSM 102263,DSM 102263,DSM 102263,,,,,,
1383,Microbacterium sp. DSM 105520,DSM 105520,DSM 105520,,,,,,
1309,Staphylococcus aureus DSM 102264,DSM 102264,DSM 102264,,,,,,
1383,Microbacterium sp. DSM 105521,DSM 105521,DSM 105521,,,,,,
1309,Staphylococcus aureus DSM 102265,DSM 102265,DSM 102265,,,,,,
1383,Bacillus sp. DSM 105522,DSM 105522,DSM 105522,,,,,,
1383,Microbacterium sp. DSM 105523,DSM 105523,DSM 105523,,,,,,
1309,Staphylococcus aureus DSM 102272,DSM 102272,DSM 102272,,,,,,
1309,Pseudomonas aeruginosa DSM 102273,DSM 102273,DSM 102273,,,,,,
1383,Brevundimonas sp. DSM 105524,DSM 105524,DSM 105524,,,,,,
1309,Pseudomonas aeruginosa DSM 102274,DSM 102274,DSM 102274,,,,,,
1383,Bacillus licheniformis DSM 105525,DSM 105525,DSM 105525,,,,,,
1383,Variovorax sp. DSM 105526,DSM 105526,DSM 105526,,,,,,
1309,Pseudomonas aeruginosa DSM 102275,DSM 102275,DSM 102275,,,,,,
1384,Halanaerobium sp. DSM 105537,DSM 105537,DSM 105537,,,,,,
1310,Aeromicrobium sp. DSM 102312,DSM 102312,DSM 102312,,,,,,
1384,Holtermanniella takashimae DSM 105615,DSM 105615,DSM 105615,,,,,,
1311,Salmonella enterica subsp. enterica DSM 102345,DSM 102345,DSM 102345,GCA_917187025.1,已存在,DSM_Salmonella enterica subsp. enterica DSM 102345_WGS_GCA_917187025.1.fasta,,,
1384,Sporobolomyces roseus DSM 105616,DSM 105616,DSM 105616,,,,,,
1311,Syntrophus buswellii DSM 102353,DSM 102353,DSM 102353,,,,,,
1311,Syntrophus buswellii DSM 102358,DSM 102358,DSM 102358,,,,,,
1384,Clostridium sp. DSM 105631,DSM 105631,DSM 105631,,,,,,
1311,Syntrophus buswellii DSM 102359,DSM 102359,DSM 102359,,,,,,
1384,Trichococcus sp. DSM 105632,DSM 105632,DSM 105632,,,,,,
1311,Syntrophus buswellii DSM 102360,DSM 102360,DSM 102360,,,,,,
1384,Phage (phagum) DSM 105655,DSM 105655,DSM 105655,,,,,,
1312,Acinetobacter sp. DSM 102368,DSM 102368,DSM 102368,,,,,,
1312,Afipia sp. DSM 102369,DSM 102369,DSM 102369,,,,,,
1312,Bacillus sp. DSM 102377,DSM 102377,DSM 102377,,,,,,
1385,Leptospira venezuelensis DSM 105752,DSM 105752,CIP 111407;DSM 105752,GCF_037000725.1,成功,CIP_Leptospira venezuelensis DSM 105752_WGS_GCF_037000725.1.fasta,MK688379,成功,CIP_Leptospira venezuelensis DSM 105752_16S_MK688379.fasta
1312,Bordetella sp. DSM 102378,DSM 102378,DSM 102378,,,,,,
1386,Hanseniaspora uvarum DSM 105772,DSM 105772,DSM 105772,,,,,,
1312,Bordetella sp. DSM 102379,DSM 102379,DSM 102379,,,,,,
1312,Brevundimonas sp. DSM 102384,DSM 102384,DSM 102384,,,,PQ358536,已存在,DSM_Brevundimonas sp. DSM 102384_16S_PQ358536.fasta
1312,Brevundimonas sp. DSM 102388,DSM 102388,DSM 102388,,,,,,
1312,Caulobacter sp. DSM 102389,DSM 102389,DSM 102389,,,,,,
1312,Caulobacter sp. DSM 102391,DSM 102391,DSM 102391,,,,,,
1312,Caulobacter sp. DSM 102392,DSM 102392,DSM 102392,,,,,,
1313,Caulobacter sp. DSM 102393,DSM 102393,DSM 102393,,,,,,
1313,Caulobacter sp. DSM 102395,DSM 102395,DSM 102395,,,,,,
1386,Staphylotrichum longicolle DSM 105789,DSM 105789,DSM 105789,GCA_019096155.1,成功,DSM_Staphylotrichum longicolle DSM 105789_WGS_GCA_019096155.1.fasta,,,
1313,Cupriavidus sp. DSM 102399,DSM 102399,DSM 102399,,,,,,
1386,Aspergillus sydowii DSM 105790,DSM 105790,DSM 105790,,,,,,
1386,Sorangium sp. DSM 105796,DSM 105796,DSM 105796,,,,,,
1313,Devosia sp. DSM 102400,DSM 102400,DSM 102400,,,,,,
1386,Sorangium sp. DSM 105797,DSM 105797,DSM 105797,,,,,,
1313,Devosia sp. DSM 102401,DSM 102401,DSM 102401,,,,,,
1386,Phage (phagum) DSM 105808,DSM 105808,DSM 105808,,,,,,
1313,Devosia sp. DSM 102402,DSM 102402,DSM 102402,,,,,,
1387,Phage (phagum) DSM 105809,DSM 105809,DSM 105809,,,,,,
1313,Devosia sp. DSM 102404,DSM 102404,DSM 102404,,,,,,
1387,Phage (phagum) DSM 105810,DSM 105810,DSM 105810,,,,,,
1387,Phage (phagum) DSM 105811,DSM 105811,DSM 105811,,,,,,
1313,Pseudoduganella sp. DSM 102405,DSM 102405,DSM 102405,,,,,,
1387,Phage (phagum) DSM 105812,DSM 105812,DSM 105812,,,,,,
1313,Ensifer sp. DSM 102410,DSM 102410,DSM 102410,,,,,,
1313,Ensifer sp. DSM 102411,DSM 102411,DSM 102411,,,,,,
1387,Phage (phagum) DSM 105813,DSM 105813,DSM 105813,,,,,,
1313,Ensifer sp. DSM 102412,DSM 102412,DSM 102412,,,,,,
1387,Phage (phagum) DSM 105814,DSM 105814,DSM 105814,,,,,,
1313,Ensifer sp. DSM 102413,DSM 102413,DSM 102413,,,,,,
1387,Phage (phagum) DSM 105815,DSM 105815,DSM 105815,,,,,,
1313,Ensifer sp. DSM 102414,DSM 102414,DSM 102414,,,,,,
1387,Phage (phagum) DSM 105816,DSM 105816,DSM 105816,,,,,,
1313,Ensifer sp. DSM 102415,DSM 102415,DSM 102415,,,,,,
1387,Phage (phagum) DSM 105817,DSM 105817,DSM 105817,,,,,,
1313,Ensifer sp. DSM 102416,DSM 102416,DSM 102416,,,,,,
1387,Phage (phagum) DSM 105818,DSM 105818,DSM 105818,,,,,,
1314,Ensifer sp. DSM 102417,DSM 102417,DSM 102417,,,,,,
1387,Phage (phagum) DSM 105819,DSM 105819,DSM 105819,,,,,,
1314,Ensifer sp. DSM 102418,DSM 102418,DSM 102418,,,,,,
1387,Phage (phagum) DSM 105820,DSM 105820,DSM 105820,,,,,,
1314,Ensifer sp. DSM 102419,DSM 102419,DSM 102419,,,,,,
1387,Phage (phagum) DSM 105821,DSM 105821,DSM 105821,,,,,,
1314,Ensifer sp. DSM 102420,DSM 102420,DSM 102420,,,,,,
1314,Ensifer sp. DSM 102421,DSM 102421,DSM 102421,,,,,,
1387,Phage (phagum) DSM 105822,DSM 105822,DSM 105822,,,,,,
1314,Ensifer sp. DSM 102422,DSM 102422,DSM 102422,,,,,,
1387,Phage (phagum) DSM 105823,DSM 105823,DSM 105823,,,,,,
1314,Flavobacterium sp. DSM 102423,DSM 102423,DSM 102423,,,,,,
1387,Roseomonas mucosa DSM 105836,DSM 105836,DSM 105836,GCF_032251555.1,成功,DSM_Roseomonas mucosa DSM 105836_WGS_GCF_032251555.1.fasta,,,
1314,Flavobacterium sp. DSM 102424,DSM 102424,DSM 102424,,,,,,
1388,Enterobacter asburiae DSM 105851,DSM 105851,DSM 105851,,,,,,
1388,Kocuria sp. DSM 105857,DSM 105857,DSM 105857,,,,,,
1314,Flavobacterium sp. DSM 102425,DSM 102425,DSM 102425,,,,,,
1314,Flavobacterium sp. DSM 102426,DSM 102426,DSM 102426,,,,,,
1388,Sorangium sp. DSM 105867,DSM 105867,DSM 105867,GCF_028553905.1,成功,DSM_Sorangium sp. DSM 105867_WGS_GCF_028553905.1.fasta,,,
1314,Hoeflea sp. DSM 102427,DSM 102427,DSM 102427,,,,,,
1314,Hydrogenophaga sp. DSM 102429,DSM 102429,DSM 102429,,,,,,
1388,Brevibacterium casei DSM 105895,DSM 105895,DSM 105895,,,,,,
1314,Kitasatospora sp. DSM 102430,DSM 102430,DSM 102430,,,,,,
1388,Candida auris DSM 105986,DSM 105986,DSM 105986,,,,,,
1314,Kitasatospora sp. DSM 102431,DSM 102431,DSM 102431,,,,,,
1389,Candida auris DSM 105987,DSM 105987,DSM 105987,,,,,,
1314,Leifsonia sp. DSM 102432,DSM 102432,DSM 102432,,,,,,
1389,Candida auris DSM 105990,DSM 105990,DSM 105990,,,,,,
1315,Massilia sp. DSM 102446,DSM 102446,DSM 102446,,,,,,
1389,Candida auris DSM 105991,DSM 105991,DSM 105991,,,,,,
1315,Massilia sp. DSM 102447,DSM 102447,DSM 102447,,,,,,
1389,Candida auris DSM 105992,DSM 105992,DSM 105992,,,,,,
1315,Massilia sp. DSM 102448,DSM 102448,DSM 102448,,,,,,
1389,Candida duobushaemulonii DSM 105996,DSM 105996,DSM 105996,,,,,,
1315,Mesorhizobium sp. DSM 102449,DSM 102449,DSM 102449,,,,,,
1389,Candida duobushaemulonii DSM 105997,DSM 105997,DSM 105997,,,,,,
1389,Candida haemulonii DSM 105998,DSM 105998,DSM 105998,,,,,,
1315,Mesorhizobium sp. DSM 102450,DSM 102450,DSM 102450,,,,,,
1389,Candida duobushaemulonii DSM 105999,DSM 105999,DSM 105999,,,,,,
1315,Mesorhizobium sp. DSM 102451,DSM 102451,DSM 102451,,,,,,
1389,Kodamaea ohmeri DSM 106000,DSM 106000,DSM 106000,,,,,,
1315,Mesorhizobium sp. DSM 102452,DSM 102452,DSM 102452,,,,,,
1389,Pichia kudriavzevii DSM 106001,DSM 106001,DSM 106001,,,,,,
1315,Mesorhizobium sp. DSM 102453,DSM 102453,DSM 102453,,,,,,
1389,Clavispora lusitaniae DSM 106002,DSM 106002,DSM 106002,,,,,,
1315,Mesorhizobium sp. DSM 102454,DSM 102454,DSM 102454,,,,,,
1389,Saccharomyces cerevisiae DSM 106003,DSM 106003,DSM 106003,,,,,,
1315,Methylibium sp. DSM 102455,DSM 102455,DSM 102455,,,,,,
1316,Mycobacterium sp. DSM 102467,DSM 102467,DSM 102467,,,,,,
1389,Saccharomyces cerevisiae DSM 106004,DSM 106004,DSM 106004,,,,,,
1316,Nitratireductor sp. DSM 102469,DSM 102469,DSM 102469,,,,,,
1389,Bifidobacterium sp. DSM 106015,DSM 106015,DSM 106015,,,,,,
1316,Nocardia sp. DSM 102470,DSM 102470,DSM 102470,,,,,,
1389,Bifidobacterium sp. DSM 106016,DSM 106016,DSM 106016,GCA_028315345.1,成功,DSM_Bifidobacterium sp. DSM 106016_WGS_GCA_028315345.1.fasta,,,
1389,Bifidobacterium sp. DSM 106017,DSM 106017,DSM 106017,,,,,,
1316,Nocardioides sp. DSM 102479,DSM 102479,DSM 102479,,,,,,
1389,Bifidobacterium sp. DSM 106018,DSM 106018,DSM 106018,,,,,,
1317,Noviherbaspirillum sp. DSM 102481,DSM 102481,DSM 102481,,,,,,
1317,Paenibacillus sp. DSM 102485,DSM 102485,DSM 102485,,,,,,
1390,Robinsoniella peoriensis DSM 106044,DSM 106044,DSM 106044,GCF_005519995.1,成功,DSM_Robinsoniella peoriensis DSM 106044_WGS_GCF_005519995.1.fasta,,,
1390,Paenibacillus larvae DSM 106052,DSM 106052,DSM 106052,,,,,,
1317,Paenibacillus sp. DSM 102488,DSM 102488,DSM 102488,,,,,,
1317,Pelomonas sp. DSM 102492,DSM 102492,DSM 102492,,,,,,
1318,Rhizobacter sp. DSM 102514,DSM 102514,DSM 102514,,,,,,
1391,Actinomadura craniellae DSM 106125,DSM 106125,DSM 106125,GCF_003289645.1,成功,DSM_Actinomadura craniellae DSM 106125_WGS_GCF_003289645.1.fasta,NR_171418,成功,DSM_Actinomadura craniellae DSM 106125_16S_NR_171418.fasta
1318,Rhizobacter sp. DSM 102515,DSM 102515,DSM 102515,,,,,,
1391,Phage (phagum) DSM 106137,DSM 106137,DSM 106137,,,,,,
1318,Rhizobium sp. DSM 102516,DSM 102516,DSM 102516,,,,,,
1391,Phage (phagum) DSM 106138,DSM 106138,DSM 106138,,,,,,
1318,Rhizobium sp. DSM 102517,DSM 102517,DSM 102517,,,,,,
1391,Phage (phagum) DSM 106139,DSM 106139,DSM 106139,,,,,,
1318,Rhizobium sp. DSM 102519,DSM 102519,DSM 102519,,,,,,
1391,Phage (phagum) DSM 106140,DSM 106140,DSM 106140,,,,,,
1318,Rhizobium sp. DSM 102520,DSM 102520,DSM 102520,,,,,,
1392,Kluyveromyces marxianus DSM 106153,DSM 106153,DSM 106153,,,,,,
1318,Rhizobium sp. DSM 102521,DSM 102521,DSM 102521,,,,,,
1318,Rhizobium sp. DSM 102522,DSM 102522,DSM 102522,,,,,,
1392,Saturnispora silvae DSM 106154,DSM 106154,DSM 106154,,,,,,
1318,Rhizobium sp. DSM 102523,DSM 102523,DSM 102523,,,,,,
1392,Phage (phagum) DSM 106161,DSM 106161,DSM 106161,,,,,,
1318,Rhizobium sp. DSM 102524,DSM 102524,DSM 102524,,,,,,
1392,Proteus sp. DSM 106179,DSM 106179,DSM 106179,,,,,,
1318,Rhizobium sp. DSM 102525,DSM 102525,DSM 102525,,,,,,
1393,Tausonia pullulans DSM 106210,DSM 106210,DSM 106210,,,,,,
1318,Rhizobium sp. DSM 102526,DSM 102526,DSM 102526,,,,,,
1318,Rhizobium sp. DSM 102527,DSM 102527,DSM 102527,,,,,,
1393,Bacillus cereus DSM 106266,DSM 106266,DSM 106266;CIP 105151,,,,,,
1393,Coprinopsis gonophylla DSM 106268,DSM 106268,DSM 106268,,,,,,
1318,Rhizobium sp. DSM 102528,DSM 102528,DSM 102528,,,,,,
1318,Rhizobium sp. DSM 102529,DSM 102529,DSM 102529,,,,,,
1393,Paracoccus liaowanqingii DSM 106269,DSM 106269,DSM 106269,GCF_004683865.2,成功,DSM_Paracoccus liaowanqingii DSM 106269_WGS_GCF_004683865.2.fasta,MH188281,成功,DSM_Paracoccus liaowanqingii DSM 106269_16S_MH188281.fasta
1393,Paraburkholderia sp. DSM 106271,DSM 106271,DSM 106271,,,,,,
1319,Rhizobium sp. DSM 102530,DSM 102530,DSM 102530,,,,,,
1319,Streptomyces sp. DSM 102546,DSM 102546,DSM 102546,,,,,,
1320,Variovorax sp. DSM 102555,DSM 102555,DSM 102555,,,,,,
1320,Variovorax sp. DSM 102556,DSM 102556,DSM 102556,,,,,,
1393,Vibrio cholerae DSM 106276,DSM 106276,DSM 106276,,,,,,
1320,Variovorax sp. DSM 102557,DSM 102557,DSM 102557,,,,,,
1394,Cupriavidus basilensis DSM 106286,DSM 106286,DSM 106286,,,,,,
1320,Variovorax sp. DSM 102558,DSM 102558,DSM 102558,,,,,,
1394,Rhizobium sp. DSM 106339,DSM 106339,DSM 106339,,,,,,
1320,Acinetobacter sp. DSM 102567,DSM 102567,DSM 102567,,,,,,
1320,Aurantimonas sp. DSM 102568,DSM 102568,DSM 102568,,,,,,
1394,Nocardioides houyundeii DSM 106424,DSM 106424,DSM 106424,GCF_002865585.1,成功,DSM_Nocardioides houyundeii DSM 106424_WGS_GCF_002865585.1.fasta,NR_171484,成功,DSM_Nocardioides houyundeii DSM 106424_16S_NR_171484.fasta
1320,Aurantimonas sp. DSM 102569,DSM 102569,DSM 102569,,,,,,
1321,Aurantimonas sp. DSM 102570,DSM 102570,DSM 102570,,,,,,
1395,Escherichia coli DSM 106555,DSM 106555,DSM 106555,GCA_012234705.2,成功,DSM_Escherichia coli DSM 106555_WGS_GCA_012234705.2.fasta,,,
1321,Aurantimonas sp. DSM 102571,DSM 102571,DSM 102571,,,,,,
1395,Escherichia coli DSM 106556,DSM 106556,DSM 106556,GCF_008041485.1,成功,DSM_Escherichia coli DSM 106556_WGS_GCF_008041485.1.fasta,,,
1321,Bradyrhizobium sp. DSM 102579,DSM 102579,DSM 102579,,,,,,
1395,Escherichia coli DSM 106557,DSM 106557,DSM 106557,GCA_024201185.1,成功,DSM_Escherichia coli DSM 106557_WGS_GCA_024201185.1.fasta,,,
1321,Brevundimonas sp. DSM 102582,DSM 102582,DSM 102582,,,,,,
1395,Phage (phagum) DSM 106558,DSM 106558,DSM 106558,,,,,,
1321,Brevundimonas sp. DSM 102583,DSM 102583,DSM 102583,,,,,,
1395,Phage (phagum) DSM 106559,DSM 106559,DSM 106559,,,,,,
1321,Burkholderia sp. DSM 102584,DSM 102584,DSM 102584,,,,,,
1395,Phage (phagum) DSM 106560,DSM 106560,DSM 106560,,,,,,
1321,Chryseobacterium sp. DSM 102587,DSM 102587,DSM 102587,,,,,,
1395,Phage (phagum) DSM 106561,DSM 106561,DSM 106561,,,,,,
1321,Chryseobacterium sp. DSM 102588,DSM 102588,DSM 102588,,,,,,
1395,Phage (phagum) DSM 106562,DSM 106562,DSM 106562,,,,,,
1395,Phage (phagum) DSM 106563,DSM 106563,DSM 106563,,,,,,
1321,Chryseobacterium sp. DSM 102589,DSM 102589,DSM 102589,,,,,,
1322,Chryseobacterium sp. DSM 102590,DSM 102590,DSM 102590,,,,,,
1395,Phage (phagum) DSM 106564,DSM 106564,DSM 106564,,,,,,
1322,Chryseobacterium sp. DSM 102591,DSM 102591,DSM 102591,,,,,,
1395,Phage (phagum) DSM 106565,DSM 106565,DSM 106565,,,,,,
1322,Chryseobacterium sp. DSM 102592,DSM 102592,DSM 102592,,,,,,
1395,Phage (phagum) DSM 106567,DSM 106567,DSM 106567,,,,,,
1322,Devosia sp. DSM 102597,DSM 102597,DSM 102597,,,,,,
1322,Devosia sp. DSM 102598,DSM 102598,DSM 102598,,,,,,
1396,Nocardiopsis sp. DSM 106572,DSM 106572,DSM 106572,,,,MG972881,成功,DSM_Nocardiopsis sp. DSM 106572_16S_MG972881.fasta
1322,Duganella sp. DSM 102599,DSM 102599,DSM 102599,,,,,,
1322,Flavobacterium sp. DSM 102605,DSM 102605,DSM 102605,,,,,,
1322,Flavobacterium sp. DSM 102606,DSM 102606,DSM 102606,,,,,,
1396,Escherichia coli DSM 106579,DSM 106579,DSM 106579,GCA_044506645.1,成功,DSM_Escherichia coli DSM 106579_WGS_GCA_044506645.1.fasta,,,
1396,Phage (phagum) DSM 106580,DSM 106580,DSM 106580,,,,,,
1323,Massilia sp. DSM 102620,DSM 102620,DSM 102620,,,,,,
1323,Methylobacterium sp. DSM 102621,DSM 102621,DSM 102621,,,,,,
1396,Pseudomonas aeruginosa DSM 106612,DSM 106612,DSM 106612,GCA_053385255.1,成功,DSM_Pseudomonas aeruginosa DSM 106612_WGS_GCA_053385255.1.fasta,,,
1323,Methylobacterium sp. DSM 102622,DSM 102622,DSM 102622,,,,,,
1396,Pseudomonas aeruginosa DSM 106613,DSM 106613,DSM 106613,,,,,,
1323,Methylobacterium sp. DSM 102623,DSM 102623,DSM 102623,,,,,,
1396,Enterobacter cloacae DSM 106614,DSM 106614,DSM 106614,GCF_019048485.1,成功,DSM_Enterobacter cloacae DSM 106614_WGS_GCF_019048485.1.fasta,,,
1323,Methylobacterium sp. DSM 102624,DSM 102624,DSM 102624,GCF_022803065.1,已存在,DSM_Methylobacterium sp. DSM 102624_WGS_GCF_022803065.1.fasta,,,
1396,Escherichia coli DSM 106624,DSM 106624,DSM 106624,GCA_043149495.1,成功,DSM_Escherichia coli DSM 106624_WGS_GCA_043149495.1.fasta,,,
1323,Methylobacterium sp. DSM 102625,DSM 102625,DSM 102625,,,,,,
1396,Annulohypoxylon truncatum DSM 106638,DSM 106638,DSM 106638,,,,,,
1323,Methylobacterium sp. DSM 102626,DSM 102626,DSM 102626,,,,,,
1397,Udeniomyces caspiensis DSM 106747,DSM 106747,DSM 106747,,,,,,
1323,Methylobacterium sp. DSM 102627,DSM 102627,DSM 102627,,,,,,
1397,Jiangella rhizosphaerae DSM 106774,DSM 106774,DSM 106774,,,,,,
1323,Methylobacterium sp. DSM 102628,DSM 102628,DSM 102628,,,,,,
1397,Phage (phagum) DSM 106787,DSM 106787,DSM 106787,,,,,,
1323,Methylobacterium sp. DSM 102629,DSM 102629,DSM 102629,,,,,,
1397,Phage (phagum) DSM 106789,DSM 106789,DSM 106789,,,,,,
1324,Methylobacterium sp. DSM 102630,DSM 102630,DSM 102630,,,,,,
1398,Bifidobacterium aemilianum DSM 106832,DSM 106832,LMG 30565;DSM 106832,,,,,,
1324,Methylobacterium sp. DSM 102631,DSM 102631,DSM 102631,,,,,,
1398,Bifidobacterium xylocopae DSM 106833,DSM 106833,DSM 106833;LMG 30564,,,,,,
1324,Methylobacterium sp. DSM 102632,DSM 102632,DSM 102632,,,,,,
1324,Methylobacterium sp. DSM 102633,DSM 102633,DSM 102633,,,,,,
1398,Acinetobacter baumannii DSM 106838,DSM 106838,DSM 106838,GCF_045064435.1,成功,DSM_Acinetobacter baumannii DSM 106838_WGS_GCF_045064435.1.fasta,,,
